"","parish","tract","medhhinc","medhhincMOE","hhunder18","hhunder18MOE","totinta","totaintMOE","NoSubscript","NoSubscriptMOE","NoAccess","NoAccessMOE","Median_household_income","Median_household_incomeMOE","Households_with_people_under18","Households_with_people_under18MOE","No_home_internet_access_percent","No_home_internet_access_MOEagg","No_home_internet_access_MOEprop"
"426","051","026300",43627,6121,294,294,997,88,1,9,256,71,43627,6121,294,294,0.25777331995988,71.5681493403316,0.0680823272267976
"427","051","027807",74065,14483,1011,1011,3086,109,113,78,388,194,74065,14483,1011,1011,0.162346079066753,209.093280618962,0.0675123570312993
"428","051","022001",36360,6108,533,533,2623,125,101,78,614,176,36360,6108,533,533,0.272588638963019,192.50974001333,0.0722341940357017
"429","051","020514",96494,10683,364,364,1361,38,10,15,133,87,96494,10683,364,364,0.105069801616458,88.283633817373,0.0648003697156241
"430","051","021900",43179,8135,193,193,833,52,8,10,278,83,43179,8135,193,193,0.343337334933974,83.6002392341075,0.0980451440253658
"431","051","022302",49234,10481,168,168,905,55,6,8,264,78,49234,10481,168,168,0.298342541436464,78.4091831356506,0.0847215545137183
"432","051","022800",53323,10541,293,293,1335,94,36,32,200,64,53323,10541,293,293,0.176779026217228,71.5541752799933,0.0521332586085944
"433","051","023003",70972,6375,310,310,1155,26,36,34,185,62,70972,6375,310,310,0.191341991341991,70.7106781186548,0.0610696582527469
"434","051","023300",57250,8308,161,161,744,25,21,17,147,54,57250,8308,161,161,0.225806451612903,56.6127194188726,0.0757131202372517
"435","051","023500",57596,13065,522,522,1662,98,21,29,235,79,57596,13065,522,522,0.154031287605295,84.154619599877,0.0498133137689017
"436","051","023902",104550,14406,250,250,873,55,5,8,97,50,104550,14406,250,250,0.116838487972509,50.6359556046887,0.0575332612067646
"437","051","024400",43018,7767,331,331,1377,64,94,61,390,105,43018,7767,331,331,0.351488743645606,121.433109158911,0.0866603584315654
"438","051","025103",57656,14378,520,520,1164,80,8,15,242,103,57656,14378,520,520,0.214776632302405,104.086502487114,0.0881946159412026
"439","051","025202",36268,4819,925,925,2378,188,64,73,920,224,36268,4819,925,925,0.413793103448276,235.594991457798,0.0935159078577327
"440","051","026400",57875,23484,229,229,675,41,13,14,151,61,57875,23484,229,229,0.242962962962963,62.5859409132754,0.0915379209517461
"441","051","026700",42357,6497,177,177,636,51,12,11,209,57,42357,6497,177,177,0.34748427672956,58.0517010948,0.0869191351697742
"442","051","026800",21529,4314,329,329,1026,98,58,58,428,123,21529,4314,329,329,0.473684210526316,135.988970140964,0.124581405565696
"443","051","027812",33803,9011,534,534,1279,84,49,51,355,113,33803,9011,534,534,0.315871774824081,123.97580409096,0.0946858570479476
"444","051","020202",40516,6833,407,407,1511,80,54,40,535,131,40516,6833,407,407,0.389808074123097,136.970799807842,0.0882684331925819
"445","051","020301",105156,11693,392,392,1281,49,23,27,104,64,105156,11693,392,392,0.0991412958626073,69.462219947249,0.0540922243371897
"446","051","027502",29457,9454,358,358,1300,83,10,15,536,130,29457,9454,358,358,0.42,130.862523283024,0.0970261369044628
"447","051","026000",34844,6561,141,141,869,59,29,24,432,86,34844,6561,141,141,0.530494821634062,89.2860571421989,0.0962259321032242
"448","051","027000",47574,8972,633,633,1932,221,80,67,417,176,47574,8972,633,633,0.257246376811594,188.321533553654,0.0929271577239054
"449","071","008200",46821,16603,77,77,931,90,47,35,124,71,46821,16603,77,77,0.183673469387755,79.1580697086532,0.0831501420732229
"450","071","008800",66071,33193,131,131,852,60,57,32,89,46,66071,33193,131,131,0.171361502347418,56.0357029044876,0.0646530060930118
"451","071","010200",37500,10808,141,141,752,77,52,38,298,81,37500,10808,141,141,0.465425531914894,89.4706655837543,0.109015423220585
"452","071","010800",1e+05,12429,137,137,672,48,7,9,42,30,1e+05,12429,137,137,0.0729166666666667,31.3209195267317,0.0463165907663271
"453","071","013302",121688,16477,179,179,797,55,54,33,39,24,121688,16477,179,179,0.116687578419072,40.8044115262063,0.0505602836851702
"454","071","000601",13145,5803,98,98,384,68,9,14,305,71,13145,5803,98,98,0.817708333333333,72.3671196055225,0.120614718087625
"455","071","000611",35320,4253,483,483,1552,114,25,31,653,140,35320,4253,483,483,0.436855670103093,143.391073641284,0.0866397471163343
"456","071","001800",52813,10280,54,54,814,80,27,18,130,65,52813,10280,54,54,0.192874692874693,67.446274915669,0.0806603994172734
"457","071","002000",26250,6198,94,94,536,56,30,26,261,53,26250,6198,94,94,0.542910447761194,59.0338885725818,0.0944084878814753
"458","071","002402",21145,5436,347,347,1298,112,82,50,532,112,21145,5436,347,347,0.473035439137134,122.653984851696,0.0852245992645386
"459","071","002504",57165,6767,205,205,953,69,71,38,211,62,57165,6767,205,205,0.295907660020986,72.7186358507914,0.0732354801858543
"460","071","003000",17176,5350,96,96,519,69,0,12,287,77,17176,5350,96,96,0.552986512524085,77.9294552784761,0.13092360599297
"461","071","003600",27302,3745,158,158,728,68,25,25,336,64,27302,3745,158,158,0.495879120879121,68.7095335452075,0.0822339577830335
"462","071","004402",-666666666,-222222222,85,85,114,103,0,12,99,93,-666666666,-222222222,85,85,0.868421052631579,93.7709976485267,0.246890212544997
"463","071","005601",98177,14864,319,319,859,57,49,29,45,24,98177,14864,319,319,0.109429569266589,37.6430604494374,0.0432161646723568
"464","071","006500",39250,5976,262,262,1215,107,44,37,327,111,39250,5976,262,262,0.305349794238683,117.00427342623,0.0924690989894471
"465","071","008500",10694,1577,91,91,615,84,34,27,407,90,10694,1577,91,91,0.717073170731707,93.962758580195,0.117263255965894
"466","071","011700",128913,25334,337,337,1114,96,7,12,55,33,128913,25334,337,337,0.0556552962298025,35.1140997321589,0.0311537117588864
"467","071","013301",109258,18639,378,378,1445,86,37,29,165,69,109258,18639,378,378,0.139792387543253,74.8465096046569,0.0511243445059577
"468","071","000100",70292,6581,361,361,1404,114,40,34,204,87,70292,6581,361,361,0.173789173789174,93.407708461347,0.0650159913263269
"469","071","000901",21719,2459,127,127,381,42,47,34,151,55,21719,2459,127,127,0.519685039370079,64.6606526413088,0.159751600861304
"470","071","001401",18393,2351,156,156,599,73,25,20,283,66,18393,2351,156,156,0.514190317195326,68.9637585982667,0.0965838946638623
"471","071","001701",34492,6992,216,216,657,65,20,15,211,64,34492,6992,216,216,0.351598173515982,65.7343137181792,0.0938106478414277
"472","071","003100",19091,17738,124,124,536,54,34,32,264,61,19091,17738,124,124,0.555970149253731,68.8839603971781,0.115666469178891
"473","071","003301",73702,13362,210,210,815,60,0,12,117,51,73702,13362,210,210,0.143558282208589,52.3927475897189,0.0634108680907192
"474","063","040402",58438,14261,1275,1275,3040,252,42,40,535,240,58438,14261,1275,1275,0.189802631578947,243.310501211929,0.0784746441351859
"475","029","000100",34896,12305,235,235,958,123,44,35,498,106,34896,12305,235,235,0.565762004175365,111.628849317728,0.0911101238854697
"476","029","000200",20806,3052,875,875,2116,231,12,20,858,217,20806,3052,875,875,0.411153119092628,217.919709985123,0.0926908577113307
"477","063","040202",50466,6795,637,637,1800,125,100,70,543,141,50466,6795,637,637,0.357222222222222,157.419820861288,0.0838633688863353
"478","063","040401",59737,11657,1153,1153,2577,236,201,108,576,174,59737,11657,1153,1153,0.30151338766007,204.792577990512,0.0745180296524447
"479","063","040304",55159,6729,896,896,2000,147,72,80,358,160,55159,6729,896,896,0.215,178.885438199983,0.0880356802310858
"480","063","040806",80079,9898,1007,1007,2733,202,68,87,542,175,80079,9898,1007,1007,0.22319795096963,195.432852918848,0.0695796289947059
"481","063","040805",53603,17875,688,688,1849,157,97,95,402,129,53603,17875,688,688,0.269875608436993,160.206117236515,0.0835595436437705
"482","063","040303",72500,7670,1645,1645,3616,182,232,139,472,178,72500,7670,1645,1645,0.194690265486726,225.842865727479,0.0616830379433234
"483","063","040201",51663,5612,875,875,2151,127,179,105,498,162,51663,5612,875,875,0.314737331473733,193.051806518354,0.0878049222660394
"484","107","000100",24615,8467,156,156,680,81,11,11,319,71,24615,8467,156,156,0.485294117647059,71.8470597867442,0.0884411372573414
"485","033","004015",37168,10936,1147,1147,3069,219,282,165,418,159,37168,10936,1147,1147,0.228087324861518,229.14187744714,0.0728677538172452
"486","033","004016",130147,9734,986,986,2920,154,0,17,43,40,130147,9734,986,986,0.0147260273972603,43.4626276242015,0.0148641856344714
"487","033","002801",20365,8767,66,66,807,145,199,99,60,73,20365,8767,66,66,0.32094175960347,123.00406497348,0.141091815805607
"488","033","002802",25724,4991,25,25,563,68,53,37,31,25,25724,4991,25,25,0.149200710479574,44.6542271235322,0.0772404735508136
"489","033","004014",18874,2408,614,614,3837,379,655,294,91,72,18874,2408,614,614,0.19442272608809,302.687958135106,0.0765134003112832
"490","109","000401",54236,6910,646,646,1769,134,9,14,344,122,54236,6910,646,646,0.199547767100057,122.80065146407,0.0677524570319439
"491","109","000402",62656,20096,571,571,1461,93,0,12,276,94,62656,20096,571,571,0.188911704312115,94.7628619238571,0.063737178344451
"492","109","990000",-666666666,-222222222,0,0,0,12,0,12,0,12,-666666666,-222222222,0,0,NA,16.9705627484771,NA
"493","051","024202",57826,7663,344,344,1980,126,8,13,121,71,57826,7663,344,344,0.0651515151515152,72.1803297304744,0.0362181814042304
"494","071","000616",51250,6517,496,496,1563,129,78,70,289,93,51250,6517,496,496,0.234804862444018,116.400171821179,0.0719066304935036
"495","045","031600",42348,6281,455,455,1282,120,76,60,474,113,42348,6281,455,455,0.429017160686427,127.941392832812,0.0913622597929741
"496","073","980000",-666666666,-222222222,0,0,0,12,0,12,0,12,-666666666,-222222222,0,0,NA,16.9705627484771,NA
"497","073","005204",67538,18619,830,830,2174,123,0,17,442,140,67538,18619,830,830,0.203311867525299,141.02836594104,0.0638424502009131
"498","073","010504",44130,9358,1071,1071,3185,221,89,62,753,206,44130,9358,1071,1071,0.26436420722135,215.127868952398,0.0650054809982569
"499","073","010503",44625,9204,219,219,666,76,14,13,159,78,44625,9204,219,219,0.25975975975976,79.0759128938769,0.114972898939136
"500","015","011110",76094,10531,1194,1194,3533,219,306,160,525,187,76094,10531,1194,1194,0.235210868949901,246.107700001442,0.0681167841204204
"501","015","011109",72651,7240,1030,1030,3166,214,147,98,348,158,72651,7240,1030,1030,0.156348704990524,185.924715947074,0.0577666983524699
"502","015","010805",46480,5652,281,281,1510,234,391,188,167,97,46480,5652,281,281,0.36953642384106,211.549048686114,0.12786032821764
"503","025","000100",41511,3773,543,543,1526,104,31,25,761,115,41511,3773,543,543,0.519003931847969,117.686022959398,0.0685307656286223
"504","025","000200",26528,4278,268,268,968,100,11,11,503,97,26528,4278,268,268,0.53099173553719,97.6217188949262,0.0846255225926634
"505","017","023904",45747,5135,359,359,1531,113,35,29,321,104,45747,5135,359,359,0.232527759634226,107.967587728911,0.0684007133279678
"506","017","025406",52750,8363,538,538,1824,154,122,65,521,132,52750,8363,538,538,0.352521929824561,147.135991518051,0.0749750123925419
"507","017","980000",-666666666,-222222222,0,0,0,12,0,12,0,12,-666666666,-222222222,0,0,NA,16.9705627484771,NA
"508","017","025405",54588,6694,581,581,1877,136,142,77,328,109,54588,6694,581,581,0.25039957378796,133.454111963626,0.0687458968605364
"509","017","025300",22391,10226,85,85,596,68,27,29,302,68,22391,10226,85,85,0.552013422818792,73.9256383131049,0.106856674018775
"510","017","023905",45481,7424,534,534,2040,181,82,90,326,161,45481,7424,534,534,0.2,184.447824600888,0.0886571614264916
"511","057","021902",51469,9194,599,599,1539,124,124,81,325,108,51469,9194,599,599,0.291747888239116,135,0.0845110204331561
"512","017","025200",11571,3008,72,72,408,64,21,21,280,62,11571,3008,72,72,0.737745098039216,65.4599113962126,0.1111264608974
"513","033","004013",26939,8200,343,343,1824,208,244,138,516,194,26939,8200,343,343,0.416666666666667,238.075618239248,0.121568305470249
"514","033","003103",18177,3507,126,126,369,37,5,9,231,45,18177,3507,126,126,0.639566395663957,45.8911756223351,0.106556706415214
