"","name.y","tract","blackpct2018","blackMOEprop2018","hisppct2018","hispMOEprop2018","asianpct2018","asianMOEprop2018","nativepct2018","nativeMOEprop2018"
"379","Jefferson","025003",0.0108250720941036,0.0035493716897586,0.0122037042960878,0.00430248552509517,0.0130287741863946,0.0142460228967133,0,0.0091254752851711
"380","Jefferson","026500",0.00260327644692209,0.00122704154179989,0.00305492466651739,0.00153545951824958,0.00432444419803737,0.00487806661330238,0.0159695817490494,0.0194355765881739
"381","Jefferson","020600",0.0283117270153479,0.00441465324427639,0.0235277182431784,0.0063337705127795,0,0.000942507068803016,0,0.0129277566539924
"382","Jefferson","021801",0.00094664598069894,0.000701197924506659,0.00858897668020857,0.00425450241514987,0.0130287741863946,0.0064812470302545,0,0.0091254752851711
"383","Jefferson","022102",0.00347103526256278,0.00134969813583353,0.00257509356706439,0.00161543136815841,0.00532239285912291,0.00559855352096734,0,0.0091254752851711
"384","Jefferson","020203",0.00498742187979349,0.00279596332430979,0.0179456831195419,0.00674962413230543,0.0289405111714808,0.0104619020328339,0.0182509505703422,0.0293660287921046
"385","Jefferson","020400",0.000499618712035552,0.000596029371459914,0.0042864911551134,0.00255909919708263,0.00936962909574763,0.00953404798369266,0,0.0091254752851711
"386","Jefferson","021200",0.00530297054002647,0.00177031360673444,0.0141870061738268,0.00486228847445699,0,0.000665299107390364,0,0.0091254752851711
"387","Jefferson","022101",0.000306783419670953,0.000341839788810058,0.00022392117974473,0.000271904289690029,0.00415811942118978,0.00326995960438778,0,0.0091254752851711
"388","Jefferson","024202",0.00986089563228063,0.0030673053780318,0.00572598445347238,0.00262307667700969,0.0111437600487886,0.00703743039243815,0.0114068441064639,0.0172971206759654
"389","Jefferson","027901",0.000560975395969742,0.00081516093189483,0.00135952144845015,0.00067176353923419,0,0.000665299107390364,0.10722433460076,0.10987514655969
"390","Jefferson","027902",1.75304811240544e-05,5.25913458863327e-05,0.000255909919708263,0.000255909919708263,0,0.000665299107390364,0,0.0091254752851711
"391","Jefferson","028000",0.00905449350057412,0.00183995732541249,0.00372668820575158,0.00244713860721026,0.0235072351277929,0.0160709457109504,0.0737642585551331,0.0600594592915253
"392","Jefferson","025600",0.00483841279023903,0.00151612904366421,0.00273503726688206,0.00182335817792137,0.0012751566224982,0.00194028226313251,0,0.0091254752851711
"393","Jefferson","027501",0.0262255997615855,0.00664232514541989,0.00804516810082851,0.00334282332618918,0,0.000942507068803016,0.044106463878327,0.0406049547042589
"394","Jefferson","027601",0.0167591399545961,0.00377657816680889,0.00580595630338121,0.00265506541697323,0.0385873482286411,0.0106157910365938,0,0.0129277566539924
"395","Jefferson","027602",0.0191082244252193,0.00340789164033445,0.00578996193339944,0.00337481206615271,0.0123080334867217,0.00980996579090394,0,0.0091254752851711
"396","Jefferson","020302",0.00556592775688729,0.0030326028162877,0.0190972777582291,0.00345478391606155,0.0161335033542163,0.00847620933759658,0,0.0129277566539924
"397","Jefferson","021100",0.000990472183509076,0.000709961433382981,0.00954863887911455,0.00519817024407409,0,0.000665299107390364,0.0258555133079848,0.029069277901407
"398","Jefferson","020505",0.0153567014646717,0.00177713137827761,0.00230318927737436,0.00188733565784844,0,0.000665299107390364,0,0.0091254752851711
"399","Jefferson","020507",0.00671417427051285,0.00188412760641206,0.0194651482678097,0.00513419276414702,0.00482341852858014,0.00443424142991307,0,0.0091254752851711
"400","Jefferson","027804",0.025761042011798,0.00622154155605092,0.0118358337865071,0.00806116247081027,0.061262959472196,0.0305783623777475,0,0.0129277566539924
"401","Jefferson","021300",0.00332202617300832,0.00240159925429088,0.00767729759124788,0.00444643485493106,0.0115872927870488,0.0100876149978633,0.0228136882129278,0.0407356911094138
"402","Jefferson","022600",8.76524056202723e-05,0.000149008229383684,0.00163142573814017,0.00159943699817664,0.00105339025336808,0.00138587407658807,0.0167300380228137,0.0286458657950714
"403","Jefferson","027803",0.0167679051951581,0.00453936141695461,0.0121557211861425,0.00415853619525927,0.00981316183400787,0.0136371700497389,0,0.0091254752851711
"404","Jefferson","020700",0.00485594327136308,0.001156671704973,0.00139151018841368,0.00119957774863248,0,0.000665299107390364,0,0.0091254752851711
"405","Jefferson","025102",0.00658269566208245,0.00211208073576439,0.00313489651642622,0.0019033300278302,0.0134723069246549,0.00742411436374912,0,0.0091254752851711
"406","Jefferson","027200",0.0116227089852481,0.00391748729826986,0.00484629410447522,0.00334282332618918,0.0131396573709597,0.0176283991124188,0,0.0091254752851711
"407","Jefferson","027703",0.0153304057429856,0.00213688465884589,0.00700553405201369,0.00188733565784844,0.0148029051394356,0.0106959873629855,0.00836501901140684,0.0112471533092379
"408","Jefferson","020102",0.000578505877093797,0.000517138396914253,0.00153545951824958,0.00139151018841368,0.00848256361922714,0.00886897552352741,0,0.0091254752851711
"409","Jefferson","022002",1.75304811240544e-05,4.38260858270917e-05,0.00135952144845015,0.00110361152874188,0,0.000665299107390364,0,0.0091254752851711
"410","Jefferson","021500",0.0081779694443714,0.00212066215740347,0.0147308147532069,0.00454240107482166,0.00271663802184399,0.00266062230385941,0,0.0091254752851711
"411","Jefferson","027806",0.00899313681663993,0.00328655470152947,0.0105242954480023,0.00340680080611625,0.0195154404834507,0.00597451094498402,0.00988593155893536,0.0188780523477678
"412","Jefferson","027809",0.019003041538475,0.00521416286826063,0.0175938069799431,0.00823710054060971,0.00637578311249099,0.00709533795818355,0,0.0129277566539924
"413","Jefferson","020513",0.0113334560467012,0.00471524499126287,0.00791721314097438,0.00446242922491283,0.0441315074568942,0.0242668097088227,0,0.0129277566539924
"414","Jefferson","021000",0.00618825983679122,0.00148966209500207,0.00625379866287067,0.00307091903649915,0.00216222209901868,0.00315986450409437,0.0106463878326996,0.0165539784236464
"415","Jefferson","023001",0.000131478608430408,0.000201599102424275,0.00575797319343591,0.00284699785675442,0.000277207961412652,0.000498942450375584,0,0.0091254752851711
"416","Jefferson","023400",0.000823932612830559,0.000902807233374453,0.00814113432071911,0.00607786059307124,0.00421356101347231,0.00493355684538711,0.0190114068441065,0.0224004071203013
"417","Jefferson","028200",0.0104569319904985,0.00344420993343825,0.0129074565752855,0.00578996193339944,0,0.000665299107390364,0.00836501901140684,0.0135554246797338
"418","Jefferson","980000",0,0.000105182886744327,0,0.000191932439781197,0,0.000665299107390364,0,0.0091254752851711
"419","Jefferson","990000",0,0.000105182886744327,0,0.000191932439781197,0,0.000665299107390364,0,0.0091254752851711
"420","Jefferson","990100",0,0.000105182886744327,0,0.000191932439781197,0,0.000665299107390364,0,0.0091254752851711
"421","Jefferson","023700",0.0161631035963782,0.00222441265708936,0,0.000191932439781197,0,0.000665299107390364,0.0220532319391635,0.0315430833537169
"422","Jefferson","024600",0.00660899138376853,0.00142822410027202,0.000319887399635328,0.000527814209398292,0.00238398846814881,0.00243894773919077,0,0.0091254752851711
"423","Jefferson","025104",0.0194062426043283,0.00563493482334714,0.00358273887591568,0.0024311442372285,0.0142484892166103,0.0140237264368281,0,0.0091254752851711
"424","Jefferson","020515",0.00489976947417322,0.00157748942705947,0.0164102236012923,0.00374268257573334,0.0122525918944392,0.012028242190712,0.00836501901140684,0.0150897270623196
"425","Jefferson","020511",0.00425990691314523,0.00182300397831579,0.0123476536259237,0.00415853619525927,0.0135831901092199,0.00437115713665539,0,0.0091254752851711
"426","Jefferson","020512",0.00265586789029425,0.0012971648898564,0.00574197882345414,0.00299094718659032,0.00992404501857293,0.00814741219628139,0,0.0091254752851711
"427","Jefferson","021400",0.000745045447772314,0.00106935068868217,0.00454240107482166,0.00222321742746553,0.00759549814270666,0.00892475835467462,0,0.0091254752851711
"428","Jefferson","020516",0.00890548441101966,0.00222577675034805,0.0352036083298679,0.00836505550046384,0,0.000665299107390364,0.00988593155893536,0.0196436717902927
"429","Jefferson","020517",0.00331326093244629,0.0024804892485247,0.0116918844566713,0.00300694155657209,0.0170205688307368,0.00525555316479003,0.000760456273764259,0.0114055335105384
"430","Jefferson","021803",0.017372706793938,0.00477600198383699,0.0337001375515818,0.012395636735869,0.00936962909574763,0.00848042099481659,0,0.0129277566539924
"431","Jefferson","023100",0.000280487697984871,0.000420728427422053,0.00347077828604331,0.00201529061770257,0.0103121361645506,0.0111417845464672,0.00152091254752852,0.00302210335235272
"432","Jefferson","023904",0.000447027268663388,0.000455785194924119,0.004382457375004,0.00263907104699146,0.0012751566224982,0.00216206642507903,0,0.0091254752851711
"433","Jefferson","024300",0.00304153847502345,0.00149875316624952,0.00521416461405585,0.00251111608713733,0,0.000665299107390364,0,0.0091254752851711
"434","Jefferson","025001",0.0297492264675204,0.0063086332682658,0.0210166021560411,0.0128114903553949,0.0232300271663802,0.0258314579836921,0.0813688212927757,0.100980708419952
"435","Jefferson","025201",0.0116314742258101,0.00271639380787183,0.00897284155977096,0.00444643485493106,0.003659145090647,0.00277107960163379,0,0.0091254752851711
"436","Jefferson","023500",0.000806402131706505,0.000657376539558797,0.00547007453376411,0.00263907104699146,0.00820535565781449,0.00615175163177304,0,0.0091254752851711
"437","Jefferson","023902",0.000271722457422844,0.000376902076113593,0.0023351780173379,0.00131153833850485,0.000776182291955425,0.000776021604412698,0.0174904942965779,0.0216916826899142
"438","Jefferson","024400",0.00624961652072541,0.0017965116537766,0.0018553469178849,0.00113560026870542,0,0.000665299107390364,0.0250950570342205,0.0398982256947665
"439","Jefferson","025103",0.00973818226441225,0.00392642486485803,0.0108281884776559,0.00494226032436582,0.0216222209901868,0.0142971634147259,0.00608365019011407,0.0113226601416494
"440","Jefferson","025202",0.0203090623822171,0.00541564824863939,0.0302293592655385,0.0083810498704456,0.00266119642956146,0.00343695221374772,0.0403041825095057,0.0655219230849375
