"","CTYNAME","Year","Whitepct","Blackpct","AIpct","Asianpct","Hawaiianpct","Twopct","Hispanicpct"
"171","Sabine Parish","2000",0.713663907143467,0.1679184091491,0.0711359563028079,0.00166424852778015,0.00012801911752155,0.0181360416488862,0.0273534181104378
"172","St. Bernard Parish","2000",0.846140116019634,0.0759184887698944,0.00467053398780306,0.0131786404878774,8.92458723784025e-05,0.00905845604640785,0.0509445188160048
"173","St. Charles Parish","2000",0.706324579853808,0.250921510235532,0.00247818571815323,0.00585185030925259,8.33003602740582e-05,0.00631000229075991,0.0280305712322206
"174","St. Helena Parish","2000",0.464986259831328,0.518904576897565,0.000947597839476926,0.00104235762342462,9.47597839476926e-05,0.00445370984554155,0.00957073817871695
"175","St. James Parish","2000",0.496956542254518,0.492662671636861,0.000896522436653612,0.000471853914028217,0,0.00287830887557212,0.00613410088236682
"176","St. John the Baptist Parish","2000",0.512169704268081,0.446307403719228,0.00231583335263194,0.00532641671105347,0.000231583335263194,0.00521062504342188,0.0284384335703203
"177","St. Landry Parish","2000",0.562855056923182,0.419953913896557,0.00147156122379138,0.00203052633980516,0.00013688941616664,0.00457438799023522,0.00897766421026214
"178","St. Martin Parish","2000",0.655403317193778,0.319686823941486,0.00280210157618214,0.00910683012259194,4.12073761203255e-05,0.00461522612547646,0.00834449366436592
"179","St. Mary Parish","2000",0.623694876631988,0.316834457124713,0.0135788864192458,0.0160257008909393,0.000168101757597266,0.00818095220306692,0.02151702497245
"180","St. Tammany Parish","2000",0.855382443666022,0.0992105400742406,0.00422439483452711,0.00747634234328436,0.00027186699430125,0.00866837454906676,0.0247660375385581
"181","Tangipahoa Parish","2000",0.691324728058041,0.282033419253391,0.00221932504652621,0.00397089997113882,9.95213025348076e-05,0.00511539495028911,0.015236711418079
"182","Tensas Parish","2000",0.428722760290557,0.55160411622276,0.000453995157384988,0.00151331719128329,0,0.0051452784503632,0.0125605326876513
"183","Terrebonne Parish","2000",0.734738288855801,0.17713702134158,0.0528576337189325,0.0080746764402703,0.000133623487191234,0.0114725308288474,0.0155862253273775
"184","Union Parish","2000",0.692341433459075,0.278796385647864,0.00171067637512062,0.00263180980787788,0.000482498464777612,0.00377226072462497,0.0202649355206597
"185","Vermilion Parish","2000",0.819255507910691,0.140008132485583,0.00292030164128345,0.0179284341268668,7.39316871211001e-05,0.00598846665680911,0.0138252254916457
"186","Vernon Parish","2000",0.717048287938484,0.168122727878338,0.0137992729210682,0.0152267839129028,0.00291212242334266,0.0236586155046727,0.0592321894211919
"187","Washington Parish","2000",0.669822269758551,0.314248003094918,0.00232118881278019,0.00163848622078602,2.27567530664725e-05,0.00434653983569624,0.00760075552420181
"188","Webster Parish","2000",0.65138470368776,0.326923996747501,0.00318075285789449,0.00205672741187162,0.000358731525326446,0.00703113789639834,0.00906394987324819
"189","West Baton Rouge Parish","2000",0.620625810035179,0.355165710053694,0.00208294760229587,0.00189779670431402,0.000185150897981855,0.00560081466395112,0.0144417700425847
"190","West Carroll Parish","2000",0.791636215996752,0.187982135606983,0.00284206252537556,0.00129922858302883,0,0.00276086073893626,0.0134794965489241
"191","West Feliciana Parish","2000",0.481204500330907,0.501125082726671,0.00205162144275314,0.00165453342157512,0.000198544010589014,0.00337524818001324,0.0103904698874917
"192","Winn Parish","2000",0.65770619930132,0.319616318313695,0.00479602107880869,0.00159867369293623,0.000532891230978744,0.0070460062762745,0.00870389010598614
